Diagnosis Year,Cancer type,Gender,Stage,Age At Diagnosis,Years Since Diagnosis,Patients,Survival (%)
2015-2019,Oesophagus,Persons,All stages combined,65-74,1,2611,53.3
2015-2019,Oesophagus,Persons,All stages combined,75-99,1,3357,36.3
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,7991,47
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,7991,48.4
2015-2019,Oesophagus,Persons,All stages combined,15-44,2,104,32.6
2015-2019,Oesophagus,Persons,All stages combined,45-54,2,472,36.2
2015-2019,Oesophagus,Persons,All stages combined,55-64,2,1447,38
2015-2019,Oesophagus,Persons,All stages combined,65-74,2,2611,35.8
2015-2019,Oesophagus,Persons,All stages combined,75-99,2,3357,20.2
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,7991,29.6
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,7991,30.6
2015-2019,Oesophagus,Persons,All stages combined,15-44,3,104,27.7
2015-2019,Oesophagus,Persons,All stages combined,45-54,3,472,26.5
2015-2019,Oesophagus,Persons,All stages combined,55-64,3,1447,29.8
2015-2019,Oesophagus,Persons,All stages combined,65-74,3,2611,28.9
2015-2019,Oesophagus,Persons,All stages combined,75-99,3,3357,14.7
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,7991,22.9
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,7991,23.6
2015-2019,Oesophagus,Persons,All stages combined,15-44,4,104,26.3
2015-2019,Oesophagus,Persons,All stages combined,45-54,4,472,23.6
2015-2019,Oesophagus,Persons,All stages combined,55-64,4,1447,26.6
2015-2019,Oesophagus,Persons,All stages combined,65-74,4,2611,25.5
2015-2019,Oesophagus,Persons,All stages combined,75-99,4,3357,12.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,7991,20.2
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,7991,20.9
2015-2019,Oesophagus,Persons,All stages combined,55-64,5,1447,23.9
2015-2019,Oesophagus,Persons,All stages combined,65-74,5,2611,23.5
2015-2019,Oesophagus,Persons,All stages combined,75-99,5,3357,10.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,7991,18.2
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,7991,18.7
2015-2019,Oesophagus,Persons,All stages combined,15-44,1,74,59.5
2015-2019,Oesophagus,Persons,All stages combined,45-54,1,426,58.1
2015-2019,Oesophagus,Persons,All stages combined,55-64,1,1333,58.2
2015-2019,Oesophagus,Persons,All stages combined,65-74,1,2690,54
2015-2019,Oesophagus,Persons,All stages combined,75-99,1,3474,35.6
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,7997,47
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,7997,49.5
2015-2019,Oesophagus,Persons,All stages combined,15-44,2,74,41.2
2015-2019,Oesophagus,Persons,All stages combined,45-54,2,426,38.5
2015-2019,Oesophagus,Persons,All stages combined,55-64,2,1333,37.7
2015-2019,Oesophagus,Persons,All stages combined,65-74,2,2690,35.4
2015-2019,Oesophagus,Persons,All stages combined,75-99,2,3474,20.2
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,7997,29.4
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,7997,31.2
2015-2019,Oesophagus,Persons,All stages combined,15-44,3,74,33.9
2015-2019,Oesophagus,Persons,All stages combined,45-54,3,426,30.5
2015-2019,Oesophagus,Persons,All stages combined,55-64,3,1333,30.6
2015-2019,Oesophagus,Persons,All stages combined,65-74,3,2690,26.5
2015-2019,Oesophagus,Persons,All stages combined,75-99,3,3474,14.6
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,7997,22.3
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,7997,23.9
2015-2019,Oesophagus,Persons,All stages combined,55-64,4,1333,26.1
2015-2019,Oesophagus,Persons,All stages combined,65-74,4,2690,23.6
2015-2019,Oesophagus,Persons,All stages combined,75-99,4,3474,11.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,7997,19.1
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,7997,20.3
2015-2019,Oesophagus,Persons,All stages combined,55-64,5,1333,24.9
2015-2019,Oesophagus,Persons,All stages combined,65-74,5,2690,21.6
2015-2019,Oesophagus,Persons,All stages combined,75-99,5,3474,10.5
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,7997,17.6
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,7997,18.6
2015-2019,Oesophagus,Persons,All stages combined,15-44,1,66,57.6
2015-2019,Oesophagus,Persons,All stages combined,45-54,1,380,61.6
2015-2019,Oesophagus,Persons,All stages combined,55-64,1,1061,58.7
2015-2019,Oesophagus,Persons,All stages combined,65-74,1,2403,55.9
2015-2019,Oesophagus,Persons,All stages combined,75-99,1,3325,38.5
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,7235,48.6
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,7235,51.5
2015-2019,Oesophagus,Persons,All stages combined,15-44,2,66,41.8
2015-2019,Oesophagus,Persons,All stages combined,45-54,2,380,42.5
2015-2019,Oesophagus,Persons,All stages combined,55-64,2,1061,39.4
2015-2019,Oesophagus,Persons,All stages combined,65-74,2,2403,37.6
2015-2019,Oesophagus,Persons,All stages combined,75-99,2,3325,21.6
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,7235,30.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,7235,33.1
2015-2019,Oesophagus,Persons,All stages combined,15-44,3,66,36.3
2015-2019,Oesophagus,Persons,All stages combined,45-54,3,380,32.4
2015-2019,Oesophagus,Persons,All stages combined,55-64,3,1061,31.8
2015-2019,Oesophagus,Persons,All stages combined,65-74,3,2403,31.4
2015-2019,Oesophagus,Persons,All stages combined,75-99,3,3325,15.7
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,7235,24.4
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,7235,26.1
2015-2019,Oesophagus,Persons,All stages combined,55-64,4,1061,29.1
2015-2019,Oesophagus,Persons,All stages combined,65-74,4,2403,28.1
2015-2019,Oesophagus,Persons,All stages combined,75-99,4,3325,12.3
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,7235,21.3
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,7235,22.7
2015-2019,Oesophagus,Persons,All stages combined,55-64,5,1061,26.8
2015-2019,Oesophagus,Persons,All stages combined,65-74,5,2403,24.9
2015-2019,Oesophagus,Persons,All stages combined,75-99,5,3325,10.5
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,7235,18.9
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,7235,20.3
2015-2019,Oesophagus,Persons,1,15-44,1,27,96.3
2015-2019,Oesophagus,Persons,1,45-54,1,169,93.7
2015-2019,Oesophagus,Persons,1,55-64,1,615,91.9
2015-2019,Oesophagus,Persons,1,65-74,1,1164,89.4
2015-2019,Oesophagus,Persons,1,75-99,1,1230,78.3
2015-2019,Oesophagus,Persons,1,All ages,1,3205,85.9
2015-2019,Oesophagus,Persons,1,All ages,1,3205,87.5
2015-2019,Oesophagus,Persons,1,15-44,2,27,92.7
2015-2019,Oesophagus,Persons,1,45-54,2,169,83.5
2015-2019,Oesophagus,Persons,1,55-64,2,615,83.5
2015-2019,Oesophagus,Persons,1,65-74,2,1164,79.3
2015-2019,Oesophagus,Persons,1,75-99,2,1230,63
2015-2019,Oesophagus,Persons,1,All ages,2,3205,74.2
2015-2019,Oesophagus,Persons,1,All ages,2,3205,76.4
2015-2019,Oesophagus,Persons,1,55-64,3,615,77.7
2015-2019,Oesophagus,Persons,1,65-74,3,1164,71
2015-2019,Oesophagus,Persons,1,75-99,3,1230,51.8
2015-2019,Oesophagus,Persons,1,All ages,3,3205,65.4
2015-2019,Oesophagus,Persons,1,All ages,3,3205,67.6
2015-2019,Oesophagus,Persons,1,55-64,4,615,72.8
2015-2019,Oesophagus,Persons,1,65-74,4,1164,66.4
2015-2019,Oesophagus,Persons,1,75-99,4,1230,44.5
2015-2019,Oesophagus,Persons,1,All ages,4,3205,59.7
2015-2019,Oesophagus,Persons,1,All ages,4,3205,61.7
2015-2019,Oesophagus,Persons,1,55-64,5,615,67.2
2015-2019,Oesophagus,Persons,1,65-74,5,1164,63.9
2015-2019,Oesophagus,Persons,1,75-99,5,1230,37.1
2015-2019,Oesophagus,Persons,1,All ages,5,3205,54.6
2015-2019,Oesophagus,Persons,1,All ages,5,3205,56.4
2015-2019,Oesophagus,Persons,2,15-44,1,47,74.6
2015-2019,Oesophagus,Persons,2,45-54,1,234,80.2
2015-2019,Oesophagus,Persons,2,55-64,1,735,80.1
2015-2019,Oesophagus,Persons,2,65-74,1,1568,76.3
2015-2019,Oesophagus,Persons,2,75-99,1,2056,53.3
2015-2019,Oesophagus,Persons,2,All ages,1,4640,66.9
2015-2019,Oesophagus,Persons,2,All ages,1,4640,69.9
2015-2019,Oesophagus,Persons,2,15-44,2,47,62.4
2015-2019,Oesophagus,Persons,2,45-54,2,234,64.3
2015-2019,Oesophagus,Persons,2,55-64,2,735,59.7
2015-2019,Oesophagus,Persons,2,65-74,2,1568,55.5
2015-2019,Oesophagus,Persons,2,75-99,2,2056,30.7
2015-2019,Oesophagus,Persons,2,All ages,2,4640,45.7
2015-2019,Oesophagus,Persons,2,All ages,2,4640,48.8
2015-2019,Oesophagus,Persons,2,15-44,3,47,49.5
2015-2019,Oesophagus,Persons,2,45-54,3,234,49.5
2015-2019,Oesophagus,Persons,2,55-64,3,735,49.1
2015-2019,Oesophagus,Persons,2,65-74,3,1568,43.8
2015-2019,Oesophagus,Persons,2,75-99,3,2056,23
2015-2019,Oesophagus,Persons,2,All ages,3,4640,35.8
2015-2019,Oesophagus,Persons,2,All ages,3,4640,38.2
2015-2019,Oesophagus,Persons,2,55-64,4,735,43.2
2015-2019,Oesophagus,Persons,2,65-74,4,1568,38.6
2015-2019,Oesophagus,Persons,2,75-99,4,2056,19
2015-2019,Oesophagus,Persons,2,All ages,4,4640,31.1
2015-2019,Oesophagus,Persons,2,All ages,4,4640,33.1
2015-2019,Oesophagus,Persons,2,55-64,5,735,41.1
2015-2019,Oesophagus,Persons,2,65-74,5,1568,34.5
2015-2019,Oesophagus,Persons,2,75-99,5,2056,16.1
2015-2019,Oesophagus,Persons,2,All ages,5,4640,27.8
2015-2019,Oesophagus,Persons,2,All ages,5,4640,29.9
2015-2019,Oesophagus,Persons,3,15-44,1,126,77.1
2015-2019,Oesophagus,Persons,3,45-54,1,706,70.1
2015-2019,Oesophagus,Persons,3,55-64,1,2165,67.4
2015-2019,Oesophagus,Persons,3,65-74,1,3722,63
2015-2019,Oesophagus,Persons,3,75-99,1,3958,42.4
2015-2019,Oesophagus,Persons,3,All ages,1,10677,56.9
2015-2019,Oesophagus,Persons,3,All ages,1,10677,58.6
2015-2019,Oesophagus,Persons,3,15-44,2,126,57.7
2015-2019,Oesophagus,Persons,3,45-54,2,706,45.7
2015-2019,Oesophagus,Persons,3,55-64,2,2165,41.5
2015-2019,Oesophagus,Persons,3,65-74,2,3722,39.2
2015-2019,Oesophagus,Persons,3,75-99,2,3958,21
2015-2019,Oesophagus,Persons,3,All ages,2,10677,33.6
2015-2019,Oesophagus,Persons,3,All ages,2,10677,34.7
2015-2019,Oesophagus,Persons,3,15-44,3,126,47.1
2015-2019,Oesophagus,Persons,3,45-54,3,706,33.1
2015-2019,Oesophagus,Persons,3,55-64,3,2165,31.9
2015-2019,Oesophagus,Persons,3,65-74,3,3722,29.2
2015-2019,Oesophagus,Persons,3,75-99,3,3958,14.8
2015-2019,Oesophagus,Persons,3,All ages,3,10677,24.9
2015-2019,Oesophagus,Persons,3,All ages,3,10677,25.7
2015-2019,Oesophagus,Persons,3,15-44,4,126,45.6
2015-2019,Oesophagus,Persons,3,45-54,4,706,28.8
2015-2019,Oesophagus,Persons,3,55-64,4,2165,26.1
2015-2019,Oesophagus,Persons,3,65-74,4,3722,24.2
2015-2019,Oesophagus,Persons,3,75-99,4,3958,12.3
2015-2019,Oesophagus,Persons,3,All ages,4,10677,20.8
2015-2019,Oesophagus,Persons,3,All ages,4,10677,21.6
2015-2019,Oesophagus,Persons,3,15-44,5,126,43.7
2015-2019,Oesophagus,Persons,3,45-54,5,706,25.9
2015-2019,Oesophagus,Persons,3,55-64,5,2165,23.4
2015-2019,Oesophagus,Persons,3,65-74,5,3722,21.3
2015-2019,Oesophagus,Persons,3,75-99,5,3958,10.7
2015-2019,Oesophagus,Persons,3,All ages,5,10677,18.4
2015-2019,Oesophagus,Persons,3,All ages,5,10677,19.2
2015-2019,Oesophagus,Persons,4,15-44,1,237,35.1
2015-2019,Oesophagus,Persons,4,45-54,1,1016,31.6
2015-2019,Oesophagus,Persons,4,55-64,1,2738,31.2
2015-2019,Oesophagus,Persons,4,65-74,1,4438,26.3
2015-2019,Oesophagus,Persons,4,75-99,1,4283,15.9
2015-2019,Oesophagus,Persons,4,All ages,1,12712,24.4
2015-2019,Oesophagus,Persons,4,All ages,1,12712,24.6
2015-2019,Oesophagus,Persons,4,15-44,2,237,17.6
2015-2019,Oesophagus,Persons,4,45-54,2,1016,13.2
2015-2019,Oesophagus,Persons,4,55-64,2,2738,12.6
2015-2019,Oesophagus,Persons,4,65-74,2,4438,10.5
2015-2019,Oesophagus,Persons,4,75-99,2,4283,4.8
2015-2019,Oesophagus,Persons,4,All ages,2,12712,9.4
2015-2019,Oesophagus,Persons,4,All ages,2,12712,9.3
2015-2019,Oesophagus,Persons,4,55-64,3,2738,5.9
2015-2019,Oesophagus,Persons,4,65-74,3,4438,6.1
2015-2019,Oesophagus,Persons,4,75-99,3,4283,2.4
2015-2019,Oesophagus,Persons,4,All ages,3,12712,4.9
2015-2019,Oesophagus,Persons,4,All ages,3,12712,4.8
2015-2019,Oesophagus,Persons,4,55-64,4,2738,4.2
2015-2019,Oesophagus,Persons,4,65-74,4,4438,4.5
2015-2019,Oesophagus,Persons,4,All ages,4,12712,3.5
2015-2019,Oesophagus,Persons,4,55-64,5,2738,3.9
2015-2019,Oesophagus,Persons,4,65-74,5,4438,4.1
2015-2019,Oesophagus,Persons,4,All ages,5,12712,3
2015-2019,Oesophagus,Persons,All stages combined,15-44,1,491,54.6
2015-2019,Oesophagus,Persons,All stages combined,45-54,1,2397,54.4
2015-2019,Oesophagus,Persons,All stages combined,55-64,1,7017,54.8
2015-2019,Oesophagus,Persons,All stages combined,65-74,1,12657,51.5
2015-2019,Oesophagus,Persons,All stages combined,75-99,1,15670,35.3
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,38232,45.7
2015-2019,Oesophagus,Persons,All stages combined,All ages,1,38232,47.3
2015-2019,Oesophagus,Persons,All stages combined,15-44,2,491,37.9
2015-2019,Oesophagus,Persons,All stages combined,45-54,2,2397,35.6
2015-2019,Oesophagus,Persons,All stages combined,55-64,2,7017,35.2
2015-2019,Oesophagus,Persons,All stages combined,65-74,2,12657,33.7
2015-2019,Oesophagus,Persons,All stages combined,75-99,2,15670,19.7
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,38232,28.4
2015-2019,Oesophagus,Persons,All stages combined,All ages,2,38232,29.6
2015-2019,Oesophagus,Persons,All stages combined,15-44,3,491,30.7
2015-2019,Oesophagus,Persons,All stages combined,45-54,3,2397,27.1
2015-2019,Oesophagus,Persons,All stages combined,55-64,3,7017,27.8
2015-2019,Oesophagus,Persons,All stages combined,65-74,3,12657,26.4
2015-2019,Oesophagus,Persons,All stages combined,75-99,3,15670,14.2
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,38232,21.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,3,38232,22.6
2015-2019,Oesophagus,Persons,All stages combined,15-44,4,491,28.8
2015-2019,Oesophagus,Persons,All stages combined,45-54,4,2397,24.1
2015-2019,Oesophagus,Persons,All stages combined,55-64,4,7017,24.1
2015-2019,Oesophagus,Persons,All stages combined,65-74,4,12657,23.1
2015-2019,Oesophagus,Persons,All stages combined,75-99,4,15670,11.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,38232,18.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,4,38232,19.6
2015-2019,Oesophagus,Persons,All stages combined,15-44,5,491,27
2015-2019,Oesophagus,Persons,All stages combined,45-54,5,2397,22.2
2015-2019,Oesophagus,Persons,All stages combined,55-64,5,7017,22.2
2015-2019,Oesophagus,Persons,All stages combined,65-74,5,12657,20.9
2015-2019,Oesophagus,Persons,All stages combined,75-99,5,15670,9.9
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,38232,16.8
2015-2019,Oesophagus,Persons,All stages combined,All ages,5,38232,17.5
2015-2019,Oesophagus,Female,All stages combined,15-44,1,46,53.4
2015-2019,Oesophagus,Female,All stages combined,45-54,1,122,57.6
2015-2019,Oesophagus,Female,All stages combined,55-64,1,406,46.9
2015-2019,Oesophagus,Female,All stages combined,65-74,1,615,42.1
2015-2019,Oesophagus,Female,All stages combined,75-99,1,1018,29.1
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2207,38.1
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2207,40.9
2015-2019,Oesophagus,Female,All stages combined,15-44,2,46,39.2
2015-2019,Oesophagus,Female,All stages combined,45-54,2,122,41.4
2015-2019,Oesophagus,Female,All stages combined,55-64,2,406,30.3
2015-2019,Oesophagus,Female,All stages combined,65-74,2,615,27.8
2015-2019,Oesophagus,Female,All stages combined,75-99,2,1018,14.6
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2207,23.2
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2207,25.3
2015-2019,Oesophagus,Female,All stages combined,55-64,3,406,24.4
2015-2019,Oesophagus,Female,All stages combined,65-74,3,615,22.8
2015-2019,Oesophagus,Female,All stages combined,75-99,3,1018,9.6
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2207,18
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2207,19.6
2015-2019,Oesophagus,Female,All stages combined,55-64,4,406,21.9
2015-2019,Oesophagus,Female,All stages combined,65-74,4,615,20.6
2015-2019,Oesophagus,Female,All stages combined,75-99,4,1018,8.3
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2207,15.9
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2207,17.3
2015-2019,Oesophagus,Female,All stages combined,45-54,5,122,24.7
2015-2019,Oesophagus,Female,All stages combined,55-64,5,406,20
2015-2019,Oesophagus,Female,All stages combined,65-74,5,615,17.9
2015-2019,Oesophagus,Female,All stages combined,All ages,5,2207,13.6
2015-2019,Oesophagus,Female,All stages combined,15-44,1,24,66.7
2015-2019,Oesophagus,Female,All stages combined,45-54,1,130,54.6
2015-2019,Oesophagus,Female,All stages combined,55-64,1,362,52.1
2015-2019,Oesophagus,Female,All stages combined,65-74,1,695,48
2015-2019,Oesophagus,Female,All stages combined,75-99,1,1156,28.2
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2367,39.5
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2367,43.6
2015-2019,Oesophagus,Female,All stages combined,15-44,2,24,52.8
2015-2019,Oesophagus,Female,All stages combined,45-54,2,130,33.6
2015-2019,Oesophagus,Female,All stages combined,55-64,2,362,33.4
2015-2019,Oesophagus,Female,All stages combined,65-74,2,695,30.6
2015-2019,Oesophagus,Female,All stages combined,75-99,2,1156,15.6
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2367,24.1
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2367,27
2015-2019,Oesophagus,Female,All stages combined,55-64,3,362,28
2015-2019,Oesophagus,Female,All stages combined,65-74,3,695,22.9
2015-2019,Oesophagus,Female,All stages combined,75-99,3,1156,10.6
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2367,17.9
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2367,19.8
2015-2019,Oesophagus,Female,All stages combined,55-64,4,362,23.8
2015-2019,Oesophagus,Female,All stages combined,65-74,4,695,21.9
2015-2019,Oesophagus,Female,All stages combined,75-99,4,1156,9.7
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2367,16.3
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2367,17.7
2015-2019,Oesophagus,Female,All stages combined,65-74,5,695,21.5
2015-2019,Oesophagus,Female,All stages combined,75-99,5,1156,8.8
2015-2019,Oesophagus,Female,All stages combined,All ages,5,2367,15.1
2015-2019,Oesophagus,Female,All stages combined,15-44,1,23,56.6
2015-2019,Oesophagus,Female,All stages combined,45-54,1,105,45.8
2015-2019,Oesophagus,Female,All stages combined,55-64,1,326,62.2
2015-2019,Oesophagus,Female,All stages combined,65-74,1,632,52.3
2015-2019,Oesophagus,Female,All stages combined,75-99,1,1282,32.2
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2368,42.5
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2368,46.8
2015-2019,Oesophagus,Female,All stages combined,55-64,2,326,45.4
2015-2019,Oesophagus,Female,All stages combined,65-74,2,632,37.7
2015-2019,Oesophagus,Female,All stages combined,75-99,2,1282,18.1
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2368,27.7
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2368,30.5
2015-2019,Oesophagus,Female,All stages combined,55-64,3,326,35.9
2015-2019,Oesophagus,Female,All stages combined,65-74,3,632,29.3
2015-2019,Oesophagus,Female,All stages combined,75-99,3,1282,14.8
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2368,22.1
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2368,24.6
2015-2019,Oesophagus,Female,All stages combined,55-64,4,326,31.9
2015-2019,Oesophagus,Female,All stages combined,65-74,4,632,26.3
2015-2019,Oesophagus,Female,All stages combined,75-99,4,1282,12.5
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2368,19.4
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2368,21.8
2015-2019,Oesophagus,Female,All stages combined,65-74,5,632,24.3
2015-2019,Oesophagus,Female,All stages combined,75-99,5,1282,11.1
2015-2019,Oesophagus,Female,All stages combined,All ages,5,2368,17.9
2015-2019,Oesophagus,Female,All stages combined,15-44,1,16,81.3
2015-2019,Oesophagus,Female,All stages combined,45-54,1,102,54
2015-2019,Oesophagus,Female,All stages combined,55-64,1,317,58.7
2015-2019,Oesophagus,Female,All stages combined,65-74,1,680,53.1
2015-2019,Oesophagus,Female,All stages combined,75-99,1,1294,32.7
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2409,43.1
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2409,48.7
2015-2019,Oesophagus,Female,All stages combined,55-64,2,317,37.1
2015-2019,Oesophagus,Female,All stages combined,65-74,2,680,35.3
2015-2019,Oesophagus,Female,All stages combined,75-99,2,1294,19.5
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2409,27.6
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2409,31.5
2015-2019,Oesophagus,Female,All stages combined,55-64,3,317,30.8
2015-2019,Oesophagus,Female,All stages combined,65-74,3,680,27.8
2015-2019,Oesophagus,Female,All stages combined,75-99,3,1294,15.1
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2409,22
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2409,25.4
2015-2019,Oesophagus,Female,All stages combined,55-64,4,317,25.7
2015-2019,Oesophagus,Female,All stages combined,65-74,4,680,23.1
2015-2019,Oesophagus,Female,All stages combined,75-99,4,1294,12.6
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2409,18.5
2015-2019,Oesophagus,Female,All stages combined,55-64,5,317,24.9
2015-2019,Oesophagus,Female,All stages combined,75-99,5,1294,11.3
2015-2019,Oesophagus,Female,All stages combined,All ages,5,2409,17.7
2015-2019,Oesophagus,Female,All stages combined,15-44,1,16,62.5
2015-2019,Oesophagus,Female,All stages combined,45-54,1,97,64.8
2015-2019,Oesophagus,Female,All stages combined,55-64,1,244,59.5
2015-2019,Oesophagus,Female,All stages combined,65-74,1,630,57.1
2015-2019,Oesophagus,Female,All stages combined,75-99,1,1302,36.1
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2289,45.8
2015-2019,Oesophagus,Female,All stages combined,All ages,1,2289,51.6
2015-2019,Oesophagus,Female,All stages combined,55-64,2,244,40.1
2015-2019,Oesophagus,Female,All stages combined,65-74,2,630,38.4
2015-2019,Oesophagus,Female,All stages combined,75-99,2,1302,19.7
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2289,28.5
2015-2019,Oesophagus,Female,All stages combined,All ages,2,2289,33.6
2015-2019,Oesophagus,Female,All stages combined,55-64,3,244,35.7
2015-2019,Oesophagus,Female,All stages combined,65-74,3,630,33.6
2015-2019,Oesophagus,Female,All stages combined,75-99,3,1302,15.2
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2289,23.7
2015-2019,Oesophagus,Female,All stages combined,All ages,3,2289,27.9
2015-2019,Oesophagus,Female,All stages combined,55-64,4,244,35.1
2015-2019,Oesophagus,Female,All stages combined,65-74,4,630,31.9
2015-2019,Oesophagus,Female,All stages combined,75-99,4,1302,12.6
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2289,21.5
2015-2019,Oesophagus,Female,All stages combined,All ages,4,2289,25.5
2015-2019,Oesophagus,Female,All stages combined,55-64,5,244,31.9
2015-2019,Oesophagus,Female,All stages combined,65-74,5,630,27.5
2015-2019,Oesophagus,Female,All stages combined,75-99,5,1302,10.3
2015-2019,Oesophagus,Female,All stages combined,All ages,5,2289,18.7
2015-2019,Oesophagus,Female,1,15-44,1,12,91.7
2015-2019,Oesophagus,Female,1,45-54,1,36,91.8
2015-2019,Oesophagus,Female,1,55-64,1,155,89.4
2015-2019,Oesophagus,Female,1,65-74,1,274,86.2
2015-2019,Oesophagus,Female,1,75-99,1,428,72.7
2015-2019,Oesophagus,Female,1,All ages,1,905,80.6
2015-2019,Oesophagus,Female,1,All ages,1,905,83.7
2015-2019,Oesophagus,Female,1,55-64,2,155,80.2
2015-2019,Oesophagus,Female,1,65-74,2,274,74.4
2015-2019,Oesophagus,Female,1,75-99,2,428,56.4
2015-2019,Oesophagus,Female,1,All ages,2,905,67.7
2015-2019,Oesophagus,Female,1,All ages,2,905,72.4
2015-2019,Oesophagus,Female,1,55-64,3,155,74.7
2015-2019,Oesophagus,Female,1,65-74,3,274,62.2
2015-2019,Oesophagus,Female,1,75-99,3,428,45.2
2015-2019,Oesophagus,Female,1,All ages,3,905,57.4
2015-2019,Oesophagus,Female,1,All ages,3,905,62.7
2015-2019,Oesophagus,Female,1,55-64,4,155,69.7
2015-2019,Oesophagus,Female,1,65-74,4,274,60.5
2015-2019,Oesophagus,Female,1,75-99,4,428,36.9
2015-2019,Oesophagus,Female,1,All ages,4,905,51.2
2015-2019,Oesophagus,Female,1,All ages,4,905,55.8
2015-2019,Oesophagus,Female,1,55-64,5,155,66.3
2015-2019,Oesophagus,Female,1,75-99,5,428,30.9
2015-2019,Oesophagus,Female,1,All ages,5,905,47.6
2015-2019,Oesophagus,Female,2,15-44,1,12,83.4
2015-2019,Oesophagus,Female,2,45-54,1,76,75.2
2015-2019,Oesophagus,Female,2,55-64,1,222,78.8
2015-2019,Oesophagus,Female,2,65-74,1,480,76
2015-2019,Oesophagus,Female,2,75-99,1,912,48.2
2015-2019,Oesophagus,Female,2,All ages,1,1702,61.5
2015-2019,Oesophagus,Female,2,All ages,1,1702,67.5
2015-2019,Oesophagus,Female,2,55-64,2,222,59.7
2015-2019,Oesophagus,Female,2,65-74,2,480,54.7
2015-2019,Oesophagus,Female,2,75-99,2,912,27.9
2015-2019,Oesophagus,Female,2,All ages,2,1702,41.6
2015-2019,Oesophagus,Female,2,All ages,2,1702,47.4
